Chromosome	Distance_bp
chr1 2247
chr1 38177
chr1 2009
chr1 192827
chr1 28648
chr1 30817
chr1 46225
chr1 24440
chr1 46051
chr1 32101
chr1 2283
chr1 107
chr1 17053
chr1 39781
chr1 24781
chr1 38688
chr1 8632
chr1 31374
chr1 6212
chr1 33766
chr1 2027
chr1 14646
chr1 7162
chr1 152965
chr1 102160
chr1 23109
chr1 131862
chr1 147453
chr1 42881
chr1 85352
chr1 78
chr1 64526
chr1 25201
chr1 62652
chr1 50394
chr1 145272
chr1 51757
chr1 53229
chr1 80203
chr1 3184
chr1 18100
chr1 18668
chr1 84058
chr1 104547
chr1 14289
chr1 39325
chr1 27432
chr1 12266
chr1 26436
chr1 17630
chr1 7456
chr1 5766
chr1 6870
chr1 126142
chr1 54632
chr1 38
chr1 62825
chr1 50548
chr1 103656
chr1 145787
chr1 21
chr1 58414
chr1 152305
chr1 19854
chr1 72789
chr1 5550
chr1 8743
chr1 19801
chr1 58135
chr1 73532
chr1 5622
chr1 32250
chr1 19229
chr1 99073
chr1 4980
chr1 21885
chr1 137576
chr1 474
chr1 1147
chr1 48813
chr1 16263
chr1 5646
chr1 44369
chr1 5639
chr1 83503
chr1 32897
chr1 9000
chr1 19870
chr1 71518
chr1 36747
chr1 38688
chr1 13
chr1 50742
chr1 28757
chr1 122976
chr1 40349
chr1 310938
chr1 123791
chr1 61865
chr1 68551
chr1 23269
chr1 7588
chr1 19605
chr1 51796
chr1 7510
chr1 45846
chr1 8638
chr1 23425
chr1 42338
chr1 76989
chr1 11649
chr1 116
chr1 55505
chr1 20692
chr1 41962
chr1 78618
chr1 43175
chr1 60007
chr1 55640
chr1 89828
chr1 28457
chr1 49930
chr1 5597
chr1 50429
chr1 11868
chr1 76396
chr1 35049
chr1 74066
chr1 19216
chr1 2453
chr1 72950
chr1 9763
chr1 199256
chr1 68203
chr1 45473
chr1 22077
chr1 42407
chr1 5230
chr1 44196
chr1 192073
chr1 30796
chr1 66398
chr1 50341
chr1 2259
chr1 6586
chr1 28257
chr1 19195
chr1 118390
chr1 15414
chr1 17756
chr1 241952
chr1 31838
chr1 10635
chr1 5803
chr1 26488
chr1 66430
chr1 58915
chr1 105833
chr1 40854
chr1 8747
chr1 19
chr1 20468
chr1 64166
chr1 44683
chr1 144972
chr1 3761
chr1 14600
chr1 68060
chr1 33139
chr1 47705
chr1 46009
chr1 27793
chr1 50292
chr1 15059
chr1 46200
chr1 192222
chr1 19133
chr1 35237
chr1 8046
chr1 247292
chr1 14815
chr1 10205
chr1 53472
chr1 122956
chr1 82250
chr1 1475
chr1 151473
chr1 27671
chr1 210749
chr1 21897
chr1 60468
chr1 112229
chr1 51842
chr1 397480
chr1 323255
chr1 15037
chr1 145762
chr1 11445
chr1 74734
chr1 165263
chr1 18827
chr1 12104
chr1 14342
chr1 79522
chr1 147881
chr1 49242
chr1 52
chr1 260596
chr1 230535
chr1 311206
chr1 225813
chr1 47552
chr1 77
chr1 227131
chr1 132496
chr1 243
chr1 278035
chr1 55736
chr1 559665
chr1 14538
chr1 191373
chr1 141528
chr1 15145
chr1 312061
chr1 148582
chr1 104332
chr1 51929
chr1 16287
chr1 56641
chr1 122590
chr1 174337
chr1 438337
chr1 734500
chr1 6089
chr1 221482
chr1 268562
chr1 119266
chr1 320176
chr1 170034
chr1 14117
chr1 89527
chr1 38
chr1 9282
chr1 244865
chr1 18482
chr1 358442
chr1 15936
chr1 304805
chr1 44739
chr1 48647
chr1 100561
chr1 1178
chr1 39999
chr1 29164
chr1 85353
chr1 22152
chr1 49274
chr1 115133
chr1 44371
chr1 18439
chr1 46100
chr1 87420
chr1 39185
chr1 30
chr1 14910
chr1 34060
chr1 107694
chr1 116514
chr1 461842
chr1 251764
chr1 288427
chr1 44176
chr1 211634
chr1 28623
chr1 40681
chr1 34992
chr1 88701
chr1 61090
chr1 465012
chr1 66919
chr1 9054
chr1 16168
chr1 22349
chr1 556
chr1 21000
chr1 452527
chr1 13623
chr1 2541
chr1 1160
chr1 14469
chr1 19322
chr1 47243
chr1 57587
chr1 50514
chr1 121715
chr1 61824
chr1 13030
chr1 2914
chr1 6942
chr1 4965
chr1 28586
chr1 22547
chr1 28896
chr1 18837
chr1 40885
chr1 119626
chr1 159730
chr1 56821
chr1 166860
chr1 419932
chr1 349908
chr1 79208
chr1 117382
chr1 70613
chr1 201092
chr1 120298
chr1 126874
chr1 48047
chr1 58885
chr1 72118
chr1 333317
chr1 301453
chr1 37889
chr1 413621
chr1 21921
chr1 310049
chr1 10539
chr1 54432
chr1 1
chr1 8508
chr1 95341
chr1 6427
chr1 42385
chr1 2780
chr1 133488
chr1 59320
chr1 28019
chr1 7697
chr1 7038
chr1 4240
chr1 74876
chr1 2101
chr1 9236
chr1 2278
chr1 39986
chr1 15194
chr1 52706
chr1 56810
chr1 82884
chr1 143889
chr1 43513
chr1 17025
chr1 38435
chr1 51348
chr1 37551
chr1 19463
chr1 21530
chr1 31827
chr1 38402
chr1 61504
chr1 50944
chr1 36790
chr1 32545
chr1 237224
chr1 63522
chr1 9659
chr1 99247
chr1 7587
chr1 154231
chr1 53366
chr1 495939
chr1 22183
chr1 6722
chr1 11397
chr1 86280
chr1 56538
chr1 385417
chr1 410307
chr1 43876
chr1 37710
chr1 107150
chr1 127253
chr1 72985
chr1 19556
chr1 172133
chr1 26884
chr1 231162
chr1 24483
chr1 13036
chr1 120642
chr1 83561
chr1 277291
chr1 108672
chr1 539
chr1 19855
chr1 47500
chr1 24636
chr1 54143
chr1 38532
chr1 56817
chr1 142
chr1 203675
chr1 16428
chr1 48198
chr1 41937
chr1 49787
chr1 38374
chr1 188059
chr1 68303
chr1 42140
chr1 60522
chr1 150206
chr1 38569
chr1 75858
chr1 79686
chr1 158897
chr1 45055
chr1 125484
chr1 208318
chr1 340384
chr1 6
chr1 219423
chr1 34114
chr1 22973
chr1 113446
chr1 74655
chr1 9036
chr1 356070
chr1 107181
chr1 93672
chr1 209611
chr1 78466
chr1 114435
chr1 400583
chr1 241073
chr1 17029
chr1 525035
chr1 15544
chr1 119511
chr1 114083
chr1 13469
chr1 113935
chr1 12506
chr1 36578
chr1 30576
chr1 47487
chr1 21135
chr1 24782
chr1 28542
chr1 12
chr1 43316
chr1 37784
chr1 20760
chr1 14191
chr1 139869
chr1 356876
chr1 185346
chr1 502471
chr1 66925
chr1 355425
chr1 144916
chr1 206970
chr1 23929
chr1 25098
chr1 223401
chr1 75874
chr1 214
chr1 120271
chr1 28854
chr1 172399
chr1 234
chr1 642137
chr1 141754
chr1 31625
chr1 18141
chr1 179254
chr1 28993
chr1 38656
chr1 3234
chr1 176644
chr1 151845
chr1 102679
chr1 117024
chr1 222511
chr1 55048
chr1 38998
chr1 469857
chr1 171644
chr1 50419
chr1 29494
chr1 576452
chr1 466356
chr1 3608
chr1 39059
chr1 91914
chr1 178201
chr1 41051
chr1 21088
chr1 13019
chr1 12554
chr1 78423
chr1 8618
chr1 73591
chr1 188011
chr1 196417
chr1 244393
chr1 218235
chr1 39392
chr1 6444
chr1 173229
chr1 1249
chr1 34456
chr1 85871
chr1 11548
chr1 152937
chr1 253904
chr1 20949
chr1 42734
chr1 10235
chr1 46472
chr1 46886
chr1 105819
chr1 11550
chr1 71802
chr1 764
chr1 29641
chr1 149625
chr1 97743
chr1 362098
chr1 876385
chr1 60464
chr1 62648
chr1 21382
chr1 132230
chr1 270485
chr1 670070
chr1 253622
chr1 34565
chr1 3160
chr1 223402
chr1 10469
chr1 45983
chr1 111046
chr1 145659
chr1 43200
chr1 139632
chr1 135360
chr1 33063
chr1 8909
chr1 72129
chr1 88208
chr1 2701
chr1 292729
chr1 121149
chr1 105285
chr1 68236
chr1 38
chr1 57634
chr1 25578
chr1 23162
chr1 100
chr1 1264
chr1 91516
chr1 90438
chr1 32920
chr1 44668
chr1 16
chr1 135956
chr1 71277
chr1 120723
chr1 62798
chr1 65503
chr1 14526
chr1 27634
chr1 74807
chr1 132749
chr1 109816
chr1 61787
chr1 158261
chr1 17036
chr1 43540
chr1 10584
chr1 85644
chr1 54290
chr1 465840
chr1 1415
chr1 12423
chr1 12673
chr1 101712
chr1 9312
chr1 107948
chr1 37963
chr1 58455
chr1 20623
chr1 49208
chr1 44581
chr1 85967
chr1 158875
chr1 88970
chr1 81379
chr1 117660
chr1 76634
chr1 20
chr1 108796
chr1 38583
chr1 24954
chr1 55351
chr1 95483
chr1 58836
chr1 39833
chr1 1688
chr1 113119
chr1 105729
chr1 26103
chr1 35482
chr1 17399
chr1 9421
chr1 32574
chr1 33998
chr1 467508
chr1 362150
chr1 70856
chr1 12905
chr1 21564
chr1 88642
chr1 39848
chr1 27201
chr1 36529
chr1 34565
chr1 309524
chr1 28256
chr1 244578
chr1 4862
chr1 25758
chr1 37384
chr1 33735
chr1 64773
chr1 54623
chr1 427970
chr1 9
chr1 129673
chr1 47760
chr1 248713
chr1 22087
chr1 136959
chr1 17252
chr1 49706
chr1 24748
chr1 90840
chr1 32456
chr1 25195
chr1 75056
chr1 40231
chr1 152246
chr1 172490
chr1 114287
chr1 62867
chr1 131916
chr1 10316
chr1 350205
chr1 2428
chr1 156390
chr1 215363
chr1 50789
chr1 59513
chr1 19978
chr1 4713
chr1 4215
chr1 5923
chr1 7034
chr1 38
chr1 50877
chr1 33802
chr1 116580
chr1 143385
chr1 13272
chr1 5689
chr1 4867
chr1 5816
chr1 80214
chr1 9314
chr1 5282
chr1 24520
chr1 51822
chr1 5478
chr1 38830
chr1 13831
chr1 43076
chr1 11430
chr1 19673
chr1 5790
chr1 101147
chr1 17563
chr1 99187
chr1 5922
chr1 13392
chr1 48
chr1 70379
chr1 120040
chr1 29456
chr1 13266
chr10 40
chr10 9624
chr10 165259
chr10 56849
chr10 2498
chr10 30204
chr10 170804
chr10 206363
chr10 218
chr10 97009
chr10 303449
chr10 146010
chr10 23795
chr10 17556
chr10 12364
chr10 4079
chr10 28064
chr10 89974
chr10 54519
chr10 58677
chr10 610
chr10 25525
chr10 245490
chr10 176020
chr10 23943
chr10 45174
chr10 27
chr10 26329
chr10 146390
chr10 92173
chr10 74946
chr10 121556
chr10 230671
chr10 2863
chr10 155014
chr10 61632
chr10 18096
chr10 127929
chr10 98922
chr10 184772
chr10 173890
chr10 4760
chr10 9938
chr10 73478
chr10 319609
chr10 40754
chr10 161191
chr10 118397
chr10 138325
chr10 184986
chr10 137745
chr10 13524
chr10 5831
chr10 37517
chr10 12504
chr10 91743
chr10 61732
chr10 123029
chr10 62883
chr10 21323
chr10 7340
chr10 53478
chr10 11921
chr10 74970
chr10 38
chr10 17328
chr10 11944
chr10 432547
chr10 286458
chr10 223494
chr10 37842
chr10 30598
chr10 45055
chr10 51610
chr10 94761
chr10 23473
chr10 44497
chr10 58964
chr10 128062
chr10 57659
chr10 45228
chr10 92868
chr10 37191
chr10 144797
chr10 10758
chr10 19388
chr10 86945
chr10 11800
chr10 84696
chr10 63379
chr10 4974
chr10 101804
chr10 59552
chr10 77643
chr10 5990
chr10 252482
chr10 54
chr10 126327
chr10 89248
chr10 38168
chr10 68203
chr10 31909
chr10 29052
chr10 72327
chr10 43183
chr10 16524
chr10 13777
chr10 39
chr10 115599
chr10 19649
chr10 4470
chr10 90
chr10 50725
chr10 57007
chr10 16921
chr10 79240
chr10 24650
chr10 7186
chr10 44067
chr10 40228
chr10 122337
chr10 38227
chr10 17771
chr10 5305
chr10 345538
chr10 40420
chr10 61994
chr10 155062
chr10 89018
chr10 191
chr10 53703
chr10 64021
chr10 12875
chr10 105798
chr10 114162
chr10 3513
chr10 49454
chr10 54750
chr10 147763
chr10 7262
chr10 157978
chr10 235376
chr10 391176
chr10 172239
chr10 67298
chr10 28280
chr10 184193
chr10 287856
chr10 36169
chr10 8925
chr10 117234
chr10 148446
chr10 12930
chr10 131218
chr10 68575
chr10 49724
chr10 38
chr10 176940
chr10 129825
chr10 180396
chr10 44394
chr10 251964
chr10 120651
chr10 116081
chr10 9306
chr10 110925
chr10 97216
chr10 110660
chr10 89836
chr10 252015
chr10 163262
chr10 46601
chr10 571
chr10 66462
chr10 104563
chr10 61972
chr10 38093
chr10 8956
chr10 47579
chr10 67345
chr10 19018
chr10 213489
chr10 343669
chr10 130673
chr10 7051
chr10 23399
chr10 48078
chr10 129507
chr10 11201
chr10 99962
chr10 108791
chr10 36149
chr10 11052
chr10 24059
chr10 10875
chr10 16002
chr10 2669
chr10 7795
chr10 35989
chr10 9134
chr10 70028
chr10 50
chr10 9305
chr10 89905
chr10 241338
chr10 162765
chr10 27901
chr10 101119
chr10 140493
chr10 11426
chr10 129181
chr10 44699
chr10 19412
chr10 114606
chr10 11701
chr10 19281
chr10 155815
chr10 34261
chr10 23774
chr10 24692
chr10 4807
chr10 147837
chr10 301164
chr10 63694
chr10 31033
chr10 38
chr10 12277
chr10 108350
chr10 77888
chr10 51730
chr10 11042
chr10 211080
chr10 217051
chr10 12939
chr10 59188
chr10 50273
chr10 55445
chr10 9067
chr10 6398
chr10 11910
chr10 15538
chr10 31022
chr10 17698
chr10 141917
chr10 48843
chr10 47397
chr10 12679
chr10 2818
chr10 104458
chr10 120231
chr10 84772
chr10 38026
chr10 15026
chr10 185257
chr10 79096
chr10 69222
chr10 21546
chr10 24955
chr10 59929
chr10 25289
chr10 9127
chr10 8025
chr10 2064
chr10 5367
chr10 100928
chr10 123243
chr10 21814
chr10 22816
chr10 35824
chr10 29959
chr10 17139
chr10 109178
chr10 21430
chr10 5880
chr10 39540
chr10 59415
chr10 50118
chr10 188
chr10 85454
chr10 16933
chr10 10875
chr10 168
chr10 5422
chr10 88869
chr10 31370
chr10 221
chr10 32640
chr10 9583
chr10 28087
chr10 301850
chr10 342039
chr10 57072
chr10 29
chr10 21280
chr10 48
chr10 210610
chr10 20729
chr10 24132
chr10 238013
chr10 414192
chr10 89119
chr10 24097
chr10 35337
chr10 259933
chr10 408759
chr10 23896
chr10 52512
chr10 61105
chr10 36909
chr10 36319
chr10 43566
chr10 6150
chr10 15711
chr10 8862
chr10 34084
chr10 52934
chr10 9604
chr10 11703
chr10 77194
chr10 19971
chr10 17269
chr10 345668
chr10 1733
chr10 232304
chr10 145344
chr10 95026
chr10 4650
chr10 83660
chr10 1327
chr10 127919
chr10 50914
chr10 12559
chr10 105759
chr10 17667
chr10 33214
chr10 5950
chr10 178
chr10 6800
chr10 59035
chr10 35
chr10 38884
chr10 7562
chr10 61909
chr10 3906
chr10 63547
chr10 17322
chr10 41453
chr10 62253
chr10 111236
chr10 256099
chr10 89980
chr10 57533
chr10 84720
chr10 66999
chr10 6008
chr10 1024
chr10 14313
chr10 40009
chr10 4663
chr10 84320
chr10 46359
chr10 60281
chr10 141490
chr10 95001
chr10 10966
chr10 26782
chr10 36572
chr10 20696
chr10 317814
chr10 118937
chr10 120
chr10 127640
chr10 15191
chr10 25541
chr10 74431
chr10 53716
chr10 127638
chr10 19213
chr10 38047
chr10 134500
chr10 44527
chr10 90598
chr10 50412
chr10 519168
chr10 210510
chr10 47749
chr10 171526
chr10 437697
chr10 90798
chr10 265368
chr10 306905
chr10 127963
chr10 123732
chr10 89404
chr10 96863
chr10 351137
chr10 38357
chr10 122157
chr10 22647
chr10 36234
chr10 17997
chr10 2879
chr10 96499
chr10 6420
chr10 29911
chr10 97552
chr10 22797
chr10 150779
chr10 50534
chr10 107803
chr10 23439
chr10 73876
chr10 130667
chr10 18730
chr10 374806
chr10 22985
chr10 30761
chr10 16019
chr10 20712
chr10 24923
chr10 25505
chr10 16
chr10 30024
chr10 10601
chr10 3204
chr10 28669
chr10 10978
chr10 15789
chr10 2
chr10 7360
chr10 16460
chr10 8875
chr10 14610
chr10 37346
chr10 5709
chr10 10157
chr10 24246
chr10 6065
chr10 49388
chr10 60088
chr10 41402
chr10 92113
chr10 20760
chr10 282785
chr10 119174
chr10 153998
chr10 138046
chr10 2620
chr10 17201
chr10 141053
chr10 17348
chr10 15111
chr10 31921
chr10 9718
chr10 9785
chr10 9751
chr10 185294
chr10 1075786
chr10 134793
chr10 200404
chr10 301405
chr10 13457
chr10 92
chr10 66164
chr10 33552
chr10 68133
chr10 33814
chr10 78951
chr10 17995
chr10 76349
chr10 485772
chr10 35762
chr10 14384
chr10 4466
chr10 7327
chr10 44147
chr10 66578
chr10 7714
chr10 300
chr10 49406
chr10 121557
chr10 774
chr10 106
chr10 15057
chr10 31507
chr10 88328
chr10 49626
chr10 12919
chr10 16262
chr10 118248
chr10 154754
chr10 206842
chr10 113190
chr10 22716
chr10 40749
chr10 28408
chr10 21888
chr10 43299
chr10 15818
chr10 29291
chr10 40711
chr10 62218
chr10 339610
chr10 2519
chr10 59308
chr10 50495
chr10 211637
chr10 22690
chr10 16418
chr10 138655
chr10 97411
chr10 89177
chr10 6258
chr10 6169
chr10 79239
chr10 25952
chr10 15292
chr10 1469
chr10 2650274
chr10 41808
chr10 37145
chr10 35796
chr10 2514
chr10 107889
chr10 84429
chr10 2097
chr10 81012
chr10 137160
chr10 29721
chr10 12352
chr10 51690
chr10 29479
chr10 96975
chr10 18572
chr10 591598
chr10 24783
chr10 129279
chr10 65872
chr10 10013
chr10 23891
chr10 157964
chr10 124108
chr10 57623
chr10 9825
chr10 35692
chr10 3429
chr10 44005
chr10 35522
chr10 26356
chr10 25495
chr10 127175
chr10 37221
chr10 5373
chr10 43687
chr10 30632
chr10 19168
chr10 38
chr10 36442
chr10 5004
chr10 16019
chr10 45328
chr10 108529
chr10 192749
chr10 61989
chr10 17223
chr10 245032
chr10 5155
chr10 60
chr10 17927
chr10 22190
chr10 32798
chr10 17288
chr10 27321
chr10 19855
chr10 125867
chr10 130138
chr10 421639
chr10 84798
chr10 340477
chr10 7019
chr10 156
chr10 478931
chr10 235355
chr10 186867
chr10 20941
chr10 35701
chr10 20
chr10 796122
chr10 66432
chr10 29581
chr10 11187
chr10 162430
chr10 291812
chr10 163584
chr10 189439
chr10 100481
chr10 423796
chr10 21440
chr10 344097
chr10 70986
chr10 20873
chr10 37367
chr10 25609
chr10 55610
chr10 216
chr10 9527
chr10 51
chr10 40002
chr10 18685
chr10 9621
chr10 110663
chr10 50099
chr10 9026
chr10 2696
chr10 19472
chr10 123892
chr10 69973
chr10 19150
chr10 53959
chr10 247142
chr10 57
chr10 43731
chr10 7865
chr10 10
chr10 58273
chr10 18840
chr10 58916
chr10 3598
chr10 62010
chr10 12486
chr10 11739
chr10 10675
chr10 533
chr10 162432
chr10 7279
chr10 38133
chr10 27401
chr10 914
chr10 63227
chr10 49057
chr10 35196
chr10 58376
chr10 124129
chr10 25720
chr10 23960
chr10 31412
chr10 1289
chr10 246153
chr10 89477
chr10 43485
chr10 127
chr10 202778
chr10 716
chr10 78
chr10 26691
chr10 51475
chr10 43730
chr10 15346
chr10 92819
chr10 2080
chr10 20711
chr10 283026
chr10 230
chr10 52808
chr10 42927
chr10 83536
chr10 7815
chr10 7384
chr10 12402
chr10 7526
chr10 15230
chr10 44820
chr10 274053
chr10 11916
chr10 24326
chr10 31857
chr10 150826
chr10 58553
chr10 9255
chr10 118615
chr10 18269
chr10 59409
chr10 20844
chr10 158501
chr10 8521
chr10 48479
chr10 8496
chr10 28498
chr10 40457
chr10 6877
chr10 4438
chr10 138161
chr10 29129
chr10 99842
chr10 51710
chr10 5473
chr10 25
chr10 104164
chr10 51795
chr10 82165
chr10 24785
chr10 38
chr10 160526
chr10 118751
chr10 3992
chr10 65952
chr10 84082
chr10 61849
chr10 17474
chr10 68253
chr10 80683
chr10 18416
chr10 19236
chr10 125150
chr10 135553
chr10 4394
chr10 71353
chr10 12773
chr10 66523
chr10 62838
chr10 111251
chr10 5773
chr10 2998
chr10 12564
chr10 78375
chr10 9077
chr10 56854
chr10 5983
chr10 10143
chr10 8747
chr10 34927
chr10 6947
chr10 20164
chr10 16543
chr10 18026
chr10 3954
chr10 10747
chr10 22129
chr10 67474
chr10 92279
chr10 11833
chr10 4879
chr10 92834
chr10 95321
chr10 202168
chr10 78269
chr10 60120
chr10 25046
chr10 46881
chr10 6584
chr10 19986
chr10 15661
chr10 6076
chr10 6878
chr10 102089
chr10 73286
chr10 62679
chr10 102971
chr10 9064
chr10 70292
chr10 10713
chr10 16740
chr10 16798
chr10 19089
chr10 99560
chr10 25431
chr10 10912
chr10 67866
chr10 11870
chr10 14313
chr10 148981
chr10 6558
chr10 10393
chr10 140981
chr10 1808
chr10 3667
chr10 24230
chr10 54170
chr10 34960
chr10 271
chr10 176735
chr10 184565
chr10 130
chr10 133539
chr10 13280
chr10 5477
chr10 113939
chr10 16777
chr10 306
chr10 12307
chr10 51103
chr10 9448
chr10 13570
chr10 53822
chr10 9177
chr10 17431
chr10 31121
chr10 7551
chr10 113
chr10 63469
chr10 305
chr10 57419
chr10 14267
chr10 75606
chr10 199835
chr10 214845
chr10 162335
chr10 2023
chr10 31156
chr10 66958
chr10 150347
chr10 60387
chr10 323905
chr10 12
chr10 5610
chr10 30384
chr10 70109
chr10 20965
chr10 114295
chr10 172614
chr10 10424
chr10 135151
chr10 5331
chr10 158661
chr10 2951
chr10 282015
chr10 157069
chr10 39694
chr10 68987
chr10 49297
chr10 117824
chr10 34284
chr10 49824
chr10 151188
chr10 26038
chr10 32038
chr10 9182
chr10 43
chr10 74506
chr10 144267
chr10 22464
chr10 345928
chr10 270607
chr10 107783
chr10 68130
chr10 29294
chr10 8494
chr10 3115
chr10 61657
chr10 8747
chr10 138
chr10 83685
chr10 36932
chr10 33302
chr10 60
chr10 178596
chr10 32101
chr10 209625
chr10 152
chr10 124668
chr10 92854
chr10 105432
chr10 44521
chr10 267054
chr10 114881
chr10 205677
chr10 108052
chr10 23764
chr10 3605
chr10 127572
chr10 145431
chr10 29
chr10 127247
chr10 24386
chr10 9047
chr10 65801
chr10 301462
chr10 35078
chr10 22435
chr10 43678
chr10 16805
chr10 24672
chr10 68985
chr10 76700
chr10 70751
chr10 169453
chr10 45229
chr10 120614
chr10 2
chr10 157306
chr10 52847
chr10 266
chr10 80320
chr10 48756
chr10 5011
chr10 21439
chr10 33625
chr10 16128
chr10 26576
chr10 13875
chr10 13313
chr10 12135
chr10 20063
chr10 23000
chr10 11798
chr10 12050
chr10 2375
chr10 62566
chr10 1666
chr10 70014
chr10 2509
chr10 24600
chr10 216
chr10 3853
chr10 8671
chr10 81756
chr10 46554
chr10 10305
chr10 305481
chr10 234156
chr10 287508
chr10 653387
chr10 297371
chr10 26818
chr10 345278
chr10 3211
chr10 47088
chr10 92686
chr10 35284
chr10 368461
chr10 48034
chr10 395278
chr10 494575
chr10 621657
chr10 247751
chr10 41978
chr10 95879
chr10 27958
chr10 108532
chr10 96870
chr10 224583
chr10 31452
chr10 284625
chr10 17000
chr10 65245
chr10 153895
chr10 67656
chr10 402720
chr10 57293
chr10 146028
chr10 203920
chr10 30838
chr10 64878
chr10 45796
chr10 25172
chr10 9062
chr10 157025
chr10 373589
chr10 381493
chr10 35506
chr10 30213
chr10 89726
chr10 94979
chr10 82783
chr10 293062
chr10 82911
chr10 199752
chr10 53057
chr10 53118
chr10 42864
chr10 28398
chr10 10732
chr10 46529
chr10 29629
chr10 16571
chr10 81123
chr10 28419
chr10 6560
chr10 13964
chr10 13861
chr10 488357
chr10 325401
chr10 88503
chr10 154361
chr10 89672
chr10 63020
chr10 40527
chr10 16506
chr10 381429
chr10 10477
chr10 94456
chr10 65978
chr10 291
chr10 3672
chr10 113671
chr10 63680
chr10 471967
chr10 210711
chr10 39103
chr10 16006
chr10 28297
chr10 3046
chr10 53052
chr10 59333
chr10 60444
chr10 36844
chr10 23839
chr10 103826
chr10 136380
chr10 211564
chr10 325450
chr10 176605
chr10 11028
chr10 9485
chr10 124
chr10 2117
chr10 29333
chr10 9663
chr10 12185
chr10 137665
chr10 39807
chr10 240802
chr10 45897
chr10 26
chr10 1465
chr10 24816
chr10 37966
chr10 137320
chr10 3082
chr10 3079
chr10 142256
chr10 314041
chr10 27517
chr10 79762
chr10 5634
chr10 126127
chr10 74
chr10 175670
chr10 60514
chr10 118013
chr10 35611
chr10 88513
chr10 43941
chr10 5245
chr10 51286
chr10 119
chr10 39
chr10 15200
chr10 10521
chr10 31744
chr10 32483
chr10 101450
chr10 36490
chr10 29432
chr10 979
chr10 30826
chr10 110883
chr10 7437
chr10 12199
chr10 39172
chr10 39953
chr10 13414
chr10 278046
chr10 49
chr10 39951
chr10 47597
chr10 63649
chr10 63625
chr10 398
chr10 37066
chr10 15907
chr10 127662
chr10 230109
chr10 187349
chr10 41742
chr10 125390
chr10 31323
chr10 2511
chr10 87442
chr10 548
chr10 15536
chr10 23641
chr10 84868
chr10 57
chr10 22540
chr10 96860
chr10 99300
chr10 24097
chr10 30005
chr10 142672
chr10 24439
chr10 118646
chr10 10418
chr10 44002
chr10 44415
chr10 5
chr10 190810
chr10 8323
chr10 106502
chr10 59460
chr10 82889
chr10 169454
chr10 38426
chr10 34347
chr10 329187
chr10 79773
chr10 641486
chr10 60466
chr10 54946
chr10 104413
chr10 74212
chr10 43
chr10 36930
chr10 157747
chr10 132636
chr10 16453
chr10 102924
chr10 201202
chr10 74902
chr10 72893
chr10 44574
chr10 53831
chr10 86360
chr10 127945
chr10 45756
chr10 92476
chr10 68908
chr10 11819
chr10 63759
chr10 23740
chr10 138522
chr10 28749
chr10 74769
chr10 243387
chr10 54791
chr10 35327
chr10 216872
chr10 87103
chr10 80283
chr10 56576
chr10 16133
chr10 10710
chr10 19684
chr10 77830
chr10 40248
chr10 28939
chr10 83988
chr10 13789
chr10 54630
chr10 30380
chr10 50548
chr10 81379
chr10 112158
chr10 34977
chr10 3645
chr10 56600
chr10 81
chr10 24103
chr10 33165
chr10 65830
chr10 81896
chr10 31419
chr10 6229
chr10 13358
chr10 28665
chr10 37968
chr10 78430
chr10 152356
chr10 105366
chr10 6657
chr10 53763
chr10 11108
chr10 16363
chr10 54317
chr10 14080
chr10 12219
chr10 1222
chr10 70052
chr10 19
chr10 42676
chr10 52995
chr10 52099
chr10 380407
chr10 5346
chr10 632502
chr10 192237
chr10 392274
chr10 15048
chr10 78456
chr10 14600
chr10 73848
chr10 155579
chr10 48818
chr10 187665
chr10 19029
chr10 51
chr10 126213
chr10 80088
chr10 356847
chr10 102931
chr10 14762
chr10 58430
chr10 2088
chr10 6089
chr10 3771
chr10 54
chr10 7798
chr10 12892
chr10 28524
chr10 24028
chr10 9255
chr10 58600
chr10 2292
chr10 6204
chr10 11023
chr10 45438
chr10 33589
chr10 4895
chr10 3489
chr10 53080
chr10 7008
chr10 1332
chr10 236
chr10 7312
chr10 28950
chr10 37491
chr10 8661
chr10 5091
chr10 27114
chr10 8928
chr10 17978
chr10 3511
chr10 4129
chr10 32434
chr10 7067
chr10 50
chr10 32925
chr10 140190
chr10 29
chr10 239654
chr10 101732
chr10 3
chr10 79528
chr10 48849
chr10 2
chr10 31023
chr10 18455
chr10 5071
chr10 15224
chr10 6602
chr10 251814
chr10 89890
chr10 304336
chr10 185175
chr10 940176
chr10 40958
chr10 7634
chr10 247678
chr10 121010
chr10 58799
chr10 13499
chr10 285444
chr10 45537
chr10 25547
chr10 17491
chr10 136076
chr10 24870
chr10 12712
